[0.13501016 0.12577773 0.12031404]
[0.20577961 0.14728955 0.09800458]
         3511931 function calls (3446126 primitive calls) in 8.431 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1551    0.003    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:1588(_get_spec)
      131    0.001    0.000    0.014    0.000 _distn_infrastructure.py:686(__init__)
     2092    0.002    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      124    0.000    0.000    0.014    0.000 pydoc.py:190(getdoc)
        1    0.000    0.000    0.014    0.014 _cloudpickle_wrapper.py:1(<module>)
      100    0.001    0.000    0.014    0.000 pyplot.py:208(_add_pyplot_note)
      174    0.001    0.000    0.014    0.000 typing.py:687(Union)
        1    0.000    0.000    0.013    0.013 _quadpack_py.py:1(<module>)
        1    0.000    0.000    0.013    0.013 _decomp.py:1(<module>)
       12    0.000    0.000    0.013    0.001 ticker.py:452(__init__)
     2904    0.009    0.000    0.013    0.000 <frozen importlib._bootstrap>:372(release)
      124    0.000    0.000    0.013    0.000 pydoc.py:174(_getdoc)
       12    0.000    0.000    0.013    0.001 ticker.py:575(set_useMathText)
        4    0.000    0.000    0.013    0.003 __init__.py:2862(create_image)
        4    0.000    0.000    0.013    0.003 __init__.py:2842(_create)
        1    0.000    0.000    0.013    0.013 axis3d.py:1(<module>)
       44    0.000    0.000    0.013    0.000 _set_output.py:357(__init_subclass__)
     2257    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        2    0.000    0.000    0.012    0.006 _matfuncs.py:1(<module>)
    19897    0.007    0.000    0.012    0.000 _parser.py:168(__getitem__)
        1    0.000    0.000    0.012    0.012 _multicomp.py:1(<module>)
        2    0.000    0.000    0.012    0.006 art3d.py:926(patch_collection_2d_to_3d)
        2    0.000    0.000    0.012    0.006 art3d.py:777(set_3d_properties)
        4    0.000    0.000    0.012    0.003 _aliases.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _realtransforms.py:1(<module>)
        1    0.000    0.000    0.012    0.012 series.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _kde.py:1(<module>)
        1    0.000    0.000    0.012    0.012 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.012    0.012 _quadrature.py:1(<module>)
       40    0.002    0.000    0.012    0.000 typing.py:2780(__new__)
        2    0.000    0.000    0.012    0.006 collections.py:897(update_scalarmappable)
     2698    0.005    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        2    0.000    0.000    0.012    0.006 colorizer.py:337(to_rgba)
        2    0.000    0.000    0.012    0.006 colorizer.py:120(to_rgba)
       12    0.000    0.000    0.012    0.001 font_manager.py:1293(findfont)
  694/682    0.004    0.000    0.012    0.000 cbook.py:348(process)
       32    0.000    0.000    0.011    0.000 ImageTk.py:171(paste)
        1    0.000    0.000    0.011    0.011 colorizer.py:1(<module>)
        1    0.000    0.000    0.011    0.011 quiver.py:1(<module>)
     9704    0.011    0.000    0.011    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.011    0.011 PngImagePlugin.py:1(<module>)
        1    0.000    0.000    0.011    0.011 common.py:11(pyparsing_common)
      125    0.000    0.000    0.011    0.000 typing.py:514(__getitem__)
        1    0.003    0.003    0.011    0.011 font_manager.py:1453(_findfont_cached)
       42    0.001    0.000    0.011    0.000 dataclasses.py:568(_init_fn)
        2    0.000    0.000    0.011    0.006 transforms.py:884(update_from_data_x)
        3    0.000    0.000    0.011    0.004 numeric.py:1(<module>)
        5    0.000    0.000    0.011    0.002 frame.py:702(__init__)
        1    0.000    0.000    0.011    0.011 _distribution_infrastructure.py:1(<module>)
        1    0.000    0.000    0.011    0.011 describe.py:1(<module>)
        2    0.000    0.000    0.011    0.005 format.py:1(<module>)
    10138    0.007    0.000    0.010    0.000 copy.py:231(_keep_alive)
     1551    0.006    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:802(spec_from_file_location)
       74    0.001    0.000    0.010    0.000 _param_validation.py:187(wrapper)
        1    0.000    0.000    0.010    0.010 _codata.py:1(<module>)
        4    0.001    0.000    0.010    0.003 _distribution_infrastructure.py:1377(_generate_example)
      262    0.002    0.000    0.010    0.000 artist.py:1188(_update_props)
      890    0.003    0.000    0.010    0.000 typing.py:175(_type_check)
     1674    0.001    0.000    0.010    0.000 <frozen importlib._bootstrap>:420(__exit__)
        1    0.000    0.000    0.010    0.010 _fit.py:1(<module>)
     1150    0.005    0.000    0.010    0.000 enum.py:390(__setitem__)
        1    0.000    0.000    0.010    0.010 _ndimage_api.py:1(<module>)
        1    0.000    0.000    0.010    0.010 _mstats_basic.py:1(<module>)
       32    0.000    0.000    0.010    0.000 ImageTk.py:54(_pyimagingtkcall)
       80    0.001    0.000    0.010    0.000 backend_bases.py:1187(_process)
        2    0.000    0.000    0.010    0.005 _adapters.py:1(<module>)
      108    0.001    0.000    0.010    0.000 typing.py:746(Literal)
        1    0.000    0.000    0.010    0.010 _cubature.py:1(<module>)
   101/31    0.000    0.000    0.010    0.000 typing.py:1267(__getitem__)
       40    0.000    0.000    0.010    0.000 typing.py:2761(_make_nmtuple)
       19    0.000    0.000    0.010    0.001 rcsetup.py:814(validate_cycler)
     3769    0.001    0.000    0.010    0.000 <frozen abc>:117(__instancecheck__)
        1    0.000    0.000    0.010    0.010 _root.py:1(<module>)
        4    0.000    0.000    0.010    0.002 axes3d.py:1857(tick_params)
        1    0.000    0.000    0.010    0.010 _minimize.py:1(<module>)
       12    0.000    0.000    0.009    0.001 axis.py:946(set_tick_params)
        1    0.000    0.000    0.009    0.009 _multivariate.py:1(<module>)
        1    0.000    0.000    0.009    0.009 ExifTags.py:1(<module>)
       21    0.000    0.000    0.009    0.000 _distn_infrastructure.py:3391(_construct_docstrings)
    16888    0.007    0.000    0.009    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.009    0.009 _array_like.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _logistic.py:1(<module>)
     8862    0.006    0.000    0.009    0.000 copy.py:191(_deepcopy_list)
      763    0.006    0.000    0.009    0.000 _compiler.py:243(_optimize_charset)
       20    0.000    0.000    0.009    0.000 _internal.py:32(wrapped_f)
        1    0.001    0.001    0.009    0.009 helpers.py:1(<module>)
        1    0.000    0.000    0.009    0.009 _scorer.py:1(<module>)
       48    0.000    0.000    0.009    0.000 __init__.py:1406(_add_data_doc)
        1    0.000    0.000    0.009    0.009 _parallel_backends.py:1(<module>)
        4    0.000    0.000    0.009    0.002 version.py:1(<module>)
      367    0.002    0.000    0.009    0.000 _compiler.py:511(_compile_info)
        3    0.000    0.000    0.009    0.003 datetimes.py:1(<module>)
        2    0.000    0.000    0.009    0.004 colors.py:717(__call__)
        2    0.001    0.001    0.009    0.004 colors.py:745(_get_rgba_and_mask)
        1    0.000    0.000    0.009    0.009 _twenty_newsgroups.py:1(<module>)
       13    0.000    0.000    0.009    0.001 rcsetup.py:426(validate_font_properties)
       10    0.000    0.000    0.009    0.001 _fontconfig_pattern.py:77(parse_fontconfig_pattern)
      214    0.000    0.000    0.008    0.000 artist.py:1226(_internal_update)
       42    0.001    0.000    0.008    0.000 lines.py:301(__init__)
        2    0.000    0.000    0.008    0.004 _linalg.py:52(eigh)
        2    0.008    0.004    0.008    0.004 _linalg.py:1515(eigh)
        1    0.000    0.000    0.008    0.008 message.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _char_codes.py:1(<module>)
    15538    0.005    0.000    0.008    0.000 _parser.py:261(get)
     3769    0.002    0.000    0.008    0.000 {built-in method _abc._abc_instancecheck}
    69/48    0.000    0.000    0.008    0.000 functools.py:979(__get__)
       46    0.000    0.000    0.008    0.000 core.py:3532(mayReturnEmpty)
       53    0.000    0.000    0.008    0.000 _add_newdocs.py:3381(_array_method_doc)
        2    0.000    0.000    0.008    0.004 _helper.py:1(<module>)
       64    0.000    0.000    0.008    0.000 core.py:1610(__add__)
        1    0.000    0.000    0.008    0.008 pathlib.py:1(<module>)
     2958    0.007    0.000    0.008    0.000 _docscrape.py:188(_strip)
    42/21    0.000    0.000    0.008    0.000 core.py:3500(re)
     2098    0.002    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:1469(_path_importer_cache)
      158    0.000    0.000    0.008    0.000 artist.py:146(<lambda>)
        1    0.000    0.000    0.008    0.008 ivp.py:1(<module>)
 3208/992    0.006    0.000    0.008    0.000 _parser.py:178(getwidth)
       42    0.000    0.000    0.008    0.000 text.py:104(__init__)
        1    0.000    0.000    0.008    0.008 _json.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _linprog_highs.py:1(<module>)
        1    0.000    0.000    0.008    0.008 glm.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _qmc.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _unsupervised.py:1(<module>)
      158    0.000    0.000    0.008    0.000 artist.py:1237(set)
        3    0.000    0.000    0.008    0.003 patches.py:2293(__init_subclass__)
        1    0.000    0.000    0.008    0.008 _openml.py:1(<module>)
       65    0.000    0.000    0.008    0.000 core.py:4495(__init__)
        6    0.000    0.000    0.008    0.001 patches.py:2335(pprint_styles)
        2    0.000    0.000    0.008    0.004 _delegation.py:1(<module>)
        1    0.000    0.000    0.008    0.008 artist.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _optimize.py:1(<module>)
        6    0.001    0.000    0.008    0.001 cbook.py:58(_get_running_interactive_framework)
        1    0.000    0.000    0.008    0.008 _tanhsinh.py:1(<module>)
     5534    0.008    0.000    0.008    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.008    0.008 _dtype_like.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _bsplines.py:1(<module>)
     3359    0.004    0.000    0.008    0.000 {built-in method builtins.max}
      405    0.002    0.000    0.008    0.000 _array_api.py:784(xp_capabilities)
        1    0.000    0.000    0.008    0.008 contour.py:1(<module>)
     1984    0.004    0.000    0.007    0.000 inspect.py:175(get_annotations)
      217    0.007    0.000    0.007    0.000 _shape_base_impl.py:625(column_stack)
        1    0.000    0.000    0.007    0.007 cm.py:32(_gen_cmap_registry)
     2069    0.005    0.000    0.007    0.000 inspect.py:747(unwrap)
        1    0.000    0.000    0.007    0.007 _highs_wrapper.py:1(<module>)
        1    0.000    0.000    0.007    0.007 contingency.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _entropy.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _correlation.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _cubic.py:1(<module>)
        1    0.000    0.000    0.007    0.007 request.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _stats_mstats_common.py:1(<module>)
      4/2    0.000    0.000    0.007    0.004 artist.py:53(draw_wrapper)
       21    0.003    0.000    0.007    0.000 enum.py:1708(convert_class)
        1    0.000    0.000    0.007    0.007 scale.py:1(<module>)
        4    0.000    0.000    0.007    0.002 fromnumeric.py:3699(mean)
    48101    0.007    0.000    0.007    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.007    0.004 figure.py:3237(draw)
        1    0.000    0.000    0.007    0.007 table.py:1(<module>)
        4    0.000    0.000    0.007    0.002 _methods.py:115(_mean)
        1    0.000    0.000    0.007    0.007 pairwise.py:1(<module>)
     1166    0.002    0.000    0.007    0.000 __init__.py:1628(getint_event)
        1    0.000    0.000    0.007    0.007 _fitpack_repro.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _binned_statistic.py:1(<module>)
        1    0.000    0.000    0.007    0.007 shape_base.py:1(<module>)
     3020    0.003    0.000    0.007    0.000 typing.py:1188(__setattr__)
        4    0.007    0.002    0.007    0.002 {built-in method matplotlib._c_internal_utils.display_is_valid}
       66    0.001    0.000    0.007    0.000 text.py:157(_reset_visual_defaults)
       64    0.001    0.000    0.007    0.000 deprecation.py:414(make_keyword_only)
      857    0.001    0.000    0.007    0.000 inspect.py:3066(replace)
        2    0.000    0.000    0.007    0.003 _array_api.py:789(_nanmin)
      279    0.000    0.000    0.007    0.000 {built-in method builtins.all}
 2491/694    0.002    0.000    0.007    0.000 <frozen abc>:121(__subclasscheck__)
     8154    0.007    0.000    0.007    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.007    0.007 wavfile.py:1(<module>)
        2    0.000    0.000    0.007    0.003 _nanfunctions_impl.py:252(nanmin)
       23    0.000    0.000    0.007    0.000 overrides.py:184(decorator)
        1    0.000    0.000    0.007    0.007 _passive_aggressive.py:1(<module>)
       13    0.001    0.000    0.007    0.001 enum.py:919(_convert_)
        1    0.000    0.000    0.007    0.007 _arff_parser.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _docscrape.py:1(<module>)
      480    0.003    0.000    0.006    0.000 typing.py:262(_collect_parameters)
       16    0.000    0.000    0.006    0.000 inspect.py:604(getmembers)
     8970    0.005    0.000    0.006    0.000 inspect.py:3045(<genexpr>)
        1    0.000    0.000    0.006    0.006 _geometric_slerp.py:1(<module>)
       16    0.002    0.000    0.006    0.000 inspect.py:562(_getmembers)
        2    0.000    0.000    0.006    0.003 patches.py:633(draw)
       15    0.001    0.000    0.006    0.000 _bunch.py:32(_make_tuple_bunch)
        2    0.000    0.000    0.006    0.003 _array_api.py:809(_nanmax)
     1396    0.006    0.000    0.006    0.000 {method 'getint' of '_tkinter.tkapp' objects}
 2491/694    0.004    0.000    0.006    0.000 {built-in method _abc._abc_subclasscheck}
        2    0.000    0.000    0.006    0.003 patches.py:583(_draw_paths_with_artist_properties)
        2    0.000    0.000    0.006    0.003 _backend_tk.py:279(resize)
   101/31    0.000    0.000    0.006    0.000 typing.py:1299(_determine_new_args)
    29810    0.006    0.000    0.006    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.006    0.003 _funcs.py:1(<module>)
        2    0.000    0.000    0.006    0.003 _nanfunctions_impl.py:382(nanmax)
        1    0.001    0.001    0.006    0.006 frame.py:515(DataFrame)
      163    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        2    0.000    0.000    0.006    0.003 construction.py:193(ndarray_to_mgr)
   101/31    0.001    0.000    0.006    0.000 typing.py:1328(_make_substitution)
        2    0.000    0.000    0.006    0.003 _misc.py:1(<module>)
        1    0.000    0.000    0.006    0.006 rules.py:1(<module>)
        2    0.000    0.000    0.006    0.003 executor.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _secondary_axes.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _classes.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _arff.py:1(<module>)
        2    0.000    0.000    0.006    0.003 interval.py:1(<module>)
       12    0.000    0.000    0.006    0.000 core.py:1274(parse_string)
      163    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
